,,,,,,,,Carrocería,,,,,,,,,,,,,,,,,,,Motor,,,,,,,,,,,,,,Transmisión y control,,,,Prestaciones y consumos homologados,,,,,,,,,Suspensión y frenos,,,,
50373,Audi,A4,B8/8K,2007,2011,Sedan 4-puertas,2.0 TFSI multitronic (211 CV),Sedán,5,4703,1826,1427,2808,1564,1551,,,,,1475,135,962,480,550,2025,,Gasolina,1984,211,de 4 300 à 6 000,350,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,de 1 500 à 4 200,hay,CVT,Frente,"11,5",,95,240,"9,4","7,1","6,9",de 690 à 1 140,EURO V,65,"5,7",Discos ventilados,Discos,"Independiente, multi-link, Barra estabilizadora","Independiente, multi-link, Barra estabilizadora",
26928,Audi,A4,B8/8K,2007,2011,Sedan 4-puertas,2.0 TFSI S tronic quattro (211 CV),Sedán,5,4703,1826,1427,2808,1564,1551,,,,,,135,962,480,475,,,Gasolina,1984,211,de 4 300 à 6 000,350,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,de 1 500 à 4 200,hay,Robot,tracción en las cuatro ruedas,"11,5",7,95,,,,,,EURO V,65,,Discos ventilados,Discos,"Independiente, multi-link, Barra estabilizadora","Independiente, multi-link, Barra estabilizadora",
220167,Audi,A4,B8/8K,2007,2011,Sedan 4-puertas,2.0 TFSI tiptronic quattro (180 CV),Sedán,5,4703,1826,1427,2808,1564,1551,,,,,,135,962,480,,,,Gasolina,1984,180,de 4 000 à 6 000,320,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,de 1 500 à 3 900,hay,Expendedora,tracción en las cuatro ruedas,"11,5",6,95,,"13,8","10,2",,de 470 à 790,EURO V,65,"8,2",Discos ventilados,Discos,"Independiente, multi-link, Barra estabilizadora","Independiente, multi-link, Barra estabilizadora",
26944,Audi,A4,B8/8K,2007,2011,Sedan 4-puertas,2.7 TDI MT (190 CV),Sedán,5,4703,1826,1427,2808,1564,1551,,,,,1595,135,962,480,550,2145,,Diesel,2698,190,de 3 500 à 4 400,400,La inyección directa,V-twin,6,Turbo,83,"83,1",4,de 1 400 à 3 250,hay,Mecánica,Frente,"11,5",6,Diesel,239,"8,1",6,"7,7",de 800 à 1 350,EURO V,65,"4,8",Discos ventilados,Discos,"Independiente, multi-link, Barra estabilizadora","Independiente, multi-link, Barra estabilizadora",
26943,Audi,A4,B8/8K,2007,2011,Sedan 4-puertas,2.7 TDI multitronic (190 CV),Sedán,5,4703,1826,1427,2808,1564,1551,,,,,1620,135,962,480,550,2170,,Diesel,2698,190,de 3 500 à 4 400,400,La inyección directa,V-twin,6,Turbo,83,"83,1",4,de 1 400 à 3 250,hay,CVT,Frente,"11,5",,Diesel,226,"8,1","6,6","7,7",de 800 à 1 140,EURO V,65,"5,7",Discos ventilados,Discos,"Independiente, multi-link, Barra estabilizadora","Independiente, multi-link, Barra estabilizadora",
189781,Audi,A4,B8/8K,2007,2011,Sedan 4-puertas,3.0 TDI clean diesel tiptronic quattro (240 CV),Sedán,5,4703,1826,1427,2808,1564,1551,,,,,,135,962,480,,,,Diesel,2967,240,de 4 000 à 4 400,500,La inyección directa,V-twin,6,Turbo,83,"91,4",4,de 1 500 à 3 000,hay,Expendedora,tracción en las cuatro ruedas,"11,5",6,Diesel,250,"8,7","6,7","6,2",de 750 à 1 180,EURO VI,65,"5,5",Discos ventilados,Discos,"Independiente, multi-link, Barra estabilizadora","Independiente, multi-link, Barra estabilizadora",
50381,Audi,A4,B8/8K,2007,2011,Sedan 4-puertas,3.0 TDI MT quattro (240 CV),Sedán,5,4703,1826,1427,2808,1564,1551,,,,,1655,135,962,480,550,2205,,Diesel,2967,240,de 4 000 à 4 400,500,La inyección directa,V-twin,6,Turbo,83,"91,4",4,de 1 500 à 3 000,hay,Mecánica,tracción en las cuatro ruedas,"11,5",6,Diesel,250,"8,8","6,6","6,1",de 740 à 1 230,EURO V,65,"5,3",Discos ventilados,Discos,"Independiente, multi-link, Barra estabilizadora","Independiente, multi-link, Barra estabilizadora",
189782,Audi,A4,B8/8K,2007,2011,Sedan 4-puertas,3.0 TDI S tronic quattro (240 CV),Sedán,5,4703,1826,1427,2808,1564,1551,,,,,1690,135,962,480,550,2240,,Diesel,2967,240,de 4 000 à 4 400,500,La inyección directa,V-twin,6,Turbo,83,"91,4",4,de 1 500 à 3 000,hay,Robot,tracción en las cuatro ruedas,"11,5",6,Diesel,250,"8,3","6,6","6,2",de 780 à 1 140,EURO V,65,"5,7",Discos ventilados,Discos,"Independiente, multi-link, Barra estabilizadora","Independiente, multi-link, Barra estabilizadora",
26949,Audi,A4,B8/8K,2007,2011,Sedan 4-puertas,3.2 FSI MT quattro (265 CV),Sedán,5,4703,1826,1427,2808,1564,1551,,,,,1630,135,962,480,570,2200,,Gasolina,3197,265,à 6 500,330,La inyección directa,V-twin,6,,"85,5","92,8",4,de 3 000 à 5 000,,Mecánica,tracción en las cuatro ruedas,"11,5",6,95,250,"13,4","9,1","6,2",de 490 à 970,EURO V,65,"6,7",Discos ventilados,Discos,"Independiente, multi-link, Barra estabilizadora","Independiente, multi-link, Barra estabilizadora",
26948,Audi,A4,B8/8K,2007,2011,Sedan 4-puertas,3.2 FSI multitronic (265 CV),Sedán,5,4703,1826,1427,2808,1564,1551,,,,,1590,135,962,480,570,2160,,Gasolina,3197,265,à 6 500,330,La inyección directa,V-twin,6,,"85,5","92,8",4,de 3 000 à 5 000,,CVT,Frente,"11,5",,95,250,"11,2","8,2","6,5",de 580 à 1 050,EURO V,65,"6,2",Discos ventilados,Discos,"Independiente, multi-link, Barra estabilizadora","Independiente, multi-link, Barra estabilizadora",
26947,Audi,A4,B8/8K,2007,2011,Sedan 4-puertas,3.2 FSI tiptronic quattro (265 CV),Sedán,5,4703,1826,1427,2808,1564,1551,,,,,1660,135,962,480,570,2230,,Gasolina,3197,265,à 6 500,330,La inyección directa,V-twin,6,,"85,5","92,8",4,de 3 000 à 5 000,,Expendedora,tracción en las cuatro ruedas,"11,5",6,95,250,"13,1","9,3","6,4",de 500 à 930,EURO V,65,7,Discos ventilados,Discos,"Independiente, multi-link, Barra estabilizadora","Independiente, multi-link, Barra estabilizadora",
170935,Audi,A4,B8/8K [restyling],2011,2016,Allroad quattro Berlina 5-puertas,2.0 TDI MT quattro (143 CV),Berlina,5,4721,1841,1495,2805,1583,1574,,,,,1705,172,1430,490,495,2200,,Diesel,1968,143,à 4 200,320,Common Rail,Inline,4,Turbo,81,"95,5",4,de 1 750 à 2 500,hay,Mecánica,tracción en las cuatro ruedas,"11,5",6,Diesel,200,"6,9","5,8","9,7",de 940 à 1 250,EURO V,65,"5,2",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
25403,Audi,A4,B8/8K [restyling],2011,2016,Allroad quattro Berlina 5-puertas,2.0 TDI MT quattro (150 CV),Berlina,5,4721,1841,1495,2805,1583,1574,,,,,1705,172,1430,490,495,2200,,Diesel,1968,150,à 4 200,320,Common Rail,Inline,4,Turbo,,,4,de 1 750 à 2 500,hay,Mecánica,tracción en las cuatro ruedas,"11,5",6,Diesel,200,"6,9","5,8","9,7",de 940 à 1 250,EURO V,65,"5,2",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
25406,Audi,A4,B8/8K [restyling],2011,2016,Allroad quattro Berlina 5-puertas,2.0 TDI MT quattro (177 CV),Berlina,5,4721,1841,1495,2805,1583,1574,,,,,1705,172,1430,490,495,2200,,Diesel,1968,177,à 4 200,380,Common Rail,Inline,4,Turbo,81,"95,5",4,de 1 750 à 2 500,hay,Mecánica,tracción en las cuatro ruedas,"11,5",6,Diesel,215,"6,9","5,8","8,2",de 940 à 1 230,EURO V,65,"5,3",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
25397,Audi,A4,B8/8K [restyling],2011,2016,Allroad quattro Berlina 5-puertas,2.0 TDI S tronic quattro (177 CV),Berlina,5,4721,1841,1495,2805,1583,1574,,,,,1745,172,1430,490,495,2240,,Diesel,1968,177,à 4 200,380,Common Rail,Inline,4,Turbo,81,"95,5",4,de 1 750 à 2 500,hay,Robot,tracción en las cuatro ruedas,"11,5",7,Diesel,210,7,6,"8,1",de 930 à 1 200,EURO V,65,"5,4",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
25393,Audi,A4,B8/8K [restyling],2011,2016,Allroad quattro Berlina 5-puertas,2.0 TFSI MT quattro (211 CV),Berlina,5,4721,1841,1495,2805,1583,1574,,,,,1685,172,1430,490,495,2180,,Gasolina,1984,211,de 4 300 à 6 000,350,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,de 1 500 à 4 200,hay,Mecánica,tracción en las cuatro ruedas,"11,5",6,95,230,"9,1","7,2","6,8",de 710 à 1 070,EURO V,65,"6,1",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
25395,Audi,A4,B8/8K [restyling],2011,2016,Allroad quattro Berlina 5-puertas,2.0 TFSI MT quattro (225 CV),Berlina,5,4721,1841,1495,2805,1583,1574,,,,,1685,,1430,490,495,2180,,Gasolina,1984,225,de 4 500 à 6 250,350,La inyección directa,Inline,4,Turbo,,,4,de 1 500 à 4 500,hay,Mecánica,tracción en las cuatro ruedas,"11,5",6,95,234,"8,6","7,1","6,7",de 760 à 1 070,EURO VI,65,"6,1",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
25389,Audi,A4,B8/8K [restyling],2011,2016,Allroad quattro Berlina 5-puertas,2.0 TFSI S tronic quattro (211 CV),Berlina,5,4721,1841,1495,2805,1583,1574,,,,,1725,172,1430,490,495,2220,,Gasolina,1984,211,de 4 300 à 6 000,350,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,de 1 500 à 4 200,hay,Robot,tracción en las cuatro ruedas,"11,5",7,95,230,9,"7,3","6,8",de 720 à 1 030,EURO V,65,"6,3",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
25390,Audi,A4,B8/8K [restyling],2011,2016,Allroad quattro Berlina 5-puertas,2.0 TFSI S tronic quattro (225 CV),Berlina,5,4721,1841,1495,2805,1583,1574,,,,,1725,,1430,490,495,2220,,Gasolina,1984,225,de 4 500 à 6 250,350,La inyección directa,Inline,4,Turbo,,,4,de 1 500 à 4 500,hay,Robot,tracción en las cuatro ruedas,"11,5",7,95,234,"8,6","7,1","6,7",de 760 à 1 070,EURO VI,65,"6,1",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
25412,Audi,A4,B8/8K [restyling],2011,2016,Allroad quattro Berlina 5-puertas,3.0 TDI clean diesel S tronic quattro (245 CV),Berlina,5,4721,1841,1495,2805,1583,1574,,,,,1870,172,1430,490,495,2365,,Diesel,2967,245,de 4 000 à 4 500,580,Common Rail,V-twin,6,Turbo,83,"91,4",4,de 1 750 à 2 500,hay,Robot,tracción en las cuatro ruedas,"11,5",7,Diesel,237,"7,1",6,"6,2",de 920 à 1 200,EURO VI,65,"5,4",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
25409,Audi,A4,B8/8K [restyling],2011,2016,Allroad quattro Berlina 5-puertas,3.0 TDI S tronic quattro (245 CV),Berlina,5,4721,1841,1495,2805,1583,1574,,,,,1825,172,1430,490,495,2320,,Diesel,2967,245,de 4 000 à 4 500,500,Common Rail,V-twin,6,Turbo,83,"91,4",4,de 1 400 à 3 250,hay,Robot,tracción en las cuatro ruedas,"11,5",7,Diesel,237,"7,2","6,2","6,2",de 900 à 1 180,EURO V,65,"5,5",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
194434,Audi,A4,B8/8K [restyling],2011,2016,Avant Berlina 5-puertas,1.8 TFSI MT (120 CV),Berlina,5,4699,1826,1436,2808,1564,1551,,,,,1565,,1430,490,495,2060,,Gasolina,1798,120,de 3 650 à 6 200,230,La inyección directa,Inline,4,Turbo,"82,5","84,1",4,de 1 500 à 3 650,hay,Mecánica,Frente,"11,5",6,95,200,"8,6","6,6","10,8",de 760 à 1 180,EURO V,65,"5,5",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
194435,Audi,A4,B8/8K [restyling],2011,2016,Avant Berlina 5-puertas,1.8 TFSI MT (170 CV),Berlina,5,4699,1826,1436,2808,1564,1551,,,,,1565,,1430,490,495,2060,,Gasolina,1798,170,de 3 800 à 6 200,320,La inyección directa,Inline,4,Turbo,"82,5","84,1",4,de 1 400 à 3 700,hay,Mecánica,Frente,"11,5",6,95,222,"7,7","6,1","8,3",de 840 à 1 250,EURO VI,65,"5,2",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
194436,Audi,A4,B8/8K [restyling],2011,2016,Avant Berlina 5-puertas,1.8 TFSI MT quattro (170 CV),Berlina,5,4699,1826,1436,2808,1564,1551,,,,,1635,,1430,490,495,2130,,Gasolina,1798,170,de 3 800 à 6 200,320,La inyección directa,Inline,4,Turbo,"82,5","84,1",4,de 1 400 à 3 700,hay,Mecánica,tracción en las cuatro ruedas,"11,5",6,95,220,"8,1","6,5","8,1",de 800 à 1 180,EURO VI,65,"5,5",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
194437,Audi,A4,B8/8K [restyling],2011,2016,Avant Berlina 5-puertas,1.8 TFSI multitronic (120 CV),Berlina,5,4699,1826,1436,2808,1564,1551,,,,,1600,,1430,490,495,2095,,Gasolina,1798,120,de 3 650 à 6 200,230,La inyección directa,Inline,4,Turbo,"82,5","84,1",4,de 1 500 à 3 650,hay,CVT,Frente,"11,5",,95,191,"7,6","6,4","10,8",de 860 à 1 140,EURO V,65,"5,7",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
194438,Audi,A4,B8/8K [restyling],2011,2016,Avant Berlina 5-puertas,1.8 TFSI multitronic (170 CV),Berlina,5,4699,1826,1436,2808,1564,1551,,,,,1605,,1430,490,495,2100,,Gasolina,1798,170,de 3 800 à 6 200,320,La inyección directa,Inline,4,Turbo,"82,5","84,1",4,de 1 400 à 3 700,hay,CVT,Frente,"11,5",,95,215,7,6,"8,3",de 930 à 1 200,EURO VI,65,"5,4",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
194443,Audi,A4,B8/8K [restyling],2011,2016,Avant Berlina 5-puertas,2.0 TDI MT (120 CV),Berlina,5,4699,1826,1436,2808,1564,1551,,,,,1615,,1430,490,495,2110,,Diesel,1968,120,à 4 200,290,Common Rail,Inline,4,Turbo,81,"95,5",4,de 1 750 à 2 500,hay,Mecánica,Frente,"11,5",6,Diesel,197,"5,6","4,7","10,9",de 1 160 à 1 550,EURO V,65,"4,2",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
194448,Audi,A4,B8/8K [restyling],2011,2016,Avant Berlina 5-puertas,2.0 TDI MT (136 CV),Berlina,5,4699,1826,1436,2808,1564,1551,,,,,1610,,1430,490,495,2105,,Diesel,1968,136,à 4 200,320,Common Rail,Inline,4,Turbo,,,4,de 1 750 à 2 500,hay,Mecánica,Frente,"11,5",6,Diesel,215,"5,2","4,3","9,3",de 1 250 à 1 760,EURO V,65,"3,7",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
194451,Audi,A4,B8/8K [restyling],2011,2016,Avant Berlina 5-puertas,2.0 TDI MT (143 CV),Berlina,5,4699,1826,1436,2808,1564,1551,,,,,1610,,1430,490,495,2105,,Diesel,1968,143,à 4 200,320,Common Rail,Inline,4,Turbo,81,"95,5",4,de 1 750 à 2 500,hay,Mecánica,Frente,"11,5",6,Diesel,208,"5,6","4,7","9,5",de 1 160 à 1 550,EURO V,65,"4,2",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
194444,Audi,A4,B8/8K [restyling],2011,2016,Avant Berlina 5-puertas,2.0 TDI MT (150 CV),Berlina,5,4699,1826,1436,2808,1564,1551,,,,,1610,,1430,490,495,2105,,Diesel,1968,150,à 4 200,320,Common Rail,Inline,4,Turbo,,,4,de 1 750 à 2 500,hay,Mecánica,Frente,"11,5",6,Diesel,208,"5,6","4,7","9,5",de 1 160 à 1 550,EURO V,65,"4,2",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
194449,Audi,A4,B8/8K [restyling],2011,2016,Avant Berlina 5-puertas,2.0 TDI MT (163 CV),Berlina,5,4699,1826,1436,2808,1564,1551,,,,,1610,,1430,490,495,2105,,Diesel,1968,163,à 4 200,380,Common Rail,Inline,4,Turbo,,,4,de 1 750 à 2 500,hay,Mecánica,Frente,"11,5",6,Diesel,216,"5,4","4,5","8,7",de 1 200 à 1 630,EURO V,65,4,Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
194446,Audi,A4,B8/8K [restyling],2011,2016,Avant Berlina 5-puertas,2.0 TDI MT (177 CV),Berlina,5,4699,1826,1436,2808,1564,1551,,,,,1610,,1430,490,495,2105,,Diesel,1968,177,à 4 200,380,Common Rail,Inline,4,Turbo,81,"95,5",4,de 1 750 à 2 500,hay,Mecánica,Frente,"11,5",6,Diesel,222,"5,7","4,8","8,4",de 1 140 à 1 510,EURO V,65,"4,3",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
194440,Audi,A4,B8/8K [restyling],2011,2016,Avant Berlina 5-puertas,2.0 TDI MT quattro (143 CV),Berlina,5,4699,1826,1436,2808,1564,1551,,,,,1675,,1430,490,495,2170,,Diesel,1968,143,à 4 200,320,Common Rail,Inline,4,Turbo,81,"95,5",4,de 1 750 à 2 500,hay,Mecánica,tracción en las cuatro ruedas,"11,5",6,Diesel,207,"6,1","5,3","9,6",de 1 070 à 1 380,EURO V,65,"4,7",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
194445,Audi,A4,B8/8K [restyling],2011,2016,Avant Berlina 5-puertas,2.0 TDI MT quattro (150 CV),Berlina,5,4699,1826,1436,2808,1564,1551,,,,,1675,,1430,490,495,2170,,Diesel,1968,150,à 4 200,320,Common Rail,Inline,4,Turbo,,,4,de 1 750 à 2 500,hay,Mecánica,tracción en las cuatro ruedas,"11,5",6,Diesel,207,"6,1","5,3","9,6",de 1 070 à 1 380,EURO V,65,"4,7",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
194447,Audi,A4,B8/8K [restyling],2011,2016,Avant Berlina 5-puertas,2.0 TDI MT quattro (177 CV),Berlina,5,4699,1826,1436,2808,1564,1551,,,,,1675,,1430,490,495,2170,,Diesel,1968,177,à 4 200,380,Common Rail,Inline,4,Turbo,81,"95,5",4,de 1 750 à 2 500,hay,Mecánica,tracción en las cuatro ruedas,"11,5",6,Diesel,222,"6,3","5,3","7,9",de 1 030 à 1 380,EURO V,65,"4,7",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
194459,Audi,A4,B8/8K [restyling],2011,2016,Avant Berlina 5-puertas,2.0 TDI multitronic (143 CV),Berlina,5,4699,1826,1436,2808,1564,1551,,,,,1650,,1430,490,495,2145,,Diesel,1968,143,à 4 200,320,Common Rail,Inline,4,Turbo,81,"95,5",4,de 1 750 à 2 500,hay,CVT,Frente,"11,5",,Diesel,200,"5,6","4,9","9,5",de 1 160 à 1 440,EURO V,65,"4,5",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
194455,Audi,A4,B8/8K [restyling],2011,2016,Avant Berlina 5-puertas,2.0 TDI multitronic (150 CV),Berlina,5,4699,1826,1436,2808,1564,1551,,,,,1650,,1430,490,530,2180,,Diesel,1968,150,à 4 200,320,Common Rail,Inline,4,Turbo,,,4,de 1 750 à 2 500,hay,CVT,Frente,"11,5",,Diesel,200,"5,6","4,9","9,5",de 1 160 à 1 440,EURO V,65,"4,5",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
194458,Audi,A4,B8/8K [restyling],2011,2016,Avant Berlina 5-puertas,2.0 TDI multitronic (177 CV),Berlina,5,4699,1826,1436,2808,1564,1551,,,,,1650,,1430,490,495,2145,,Diesel,1968,177,à 4 200,380,Common Rail,Inline,4,Turbo,81,"95,5",4,de 1 750 à 2 500,hay,CVT,Frente,"11,5",,Diesel,211,"5,6","4,9","8,4",de 1 160 à 1 440,EURO V,65,"4,5",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
194454,Audi,A4,B8/8K [restyling],2011,2016,Avant Berlina 5-puertas,2.0 TDI S tronic quattro (177 CV),Berlina,5,4699,1826,1436,2808,1564,1551,,,,,1715,,1430,490,495,2210,,Diesel,1968,177,à 4 200,380,Common Rail,Inline,4,Turbo,81,"95,5",4,de 1 750 à 2 500,hay,Robot,tracción en las cuatro ruedas,"11,5",7,Diesel,218,"6,5","5,5",8,de 1 000 à 1 330,EURO V,65,"4,9",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
194441,Audi,A4,B8/8K [restyling],2011,2016,Avant Berlina 5-puertas,2.0 TFSI  MT (211 CV),Berlina,5,4699,1826,1436,2808,1564,1551,,,,,1580,,1430,490,495,2075,,Gasolina,1984,211,de 4 300 à 6 000,350,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,de 1 500 à 4 200,hay,Mecánica,Frente,"11,5",6,95,242,"8,2","6,4","7,1",de 790 à 1 230,EURO V,65,"5,3",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
183539,Audi,A4,B8/8K [restyling],2011,2016,Avant Berlina 5-puertas,2.0 TFSI flexible fuel MT (180 CV),Berlina,5,4699,1826,1436,2808,1564,1551,,,,,1575,,1430,490,495,2070,,Gasolina,1984,180,de 4 000 à 6 000,320,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,de 1 500 à 3 900,hay,Mecánica,Frente,"11,5",6,"95, Etanol",228,"8,2","6,4","8,1",de 790 à 1 230,EURO V,65,"5,3",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
194442,Audi,A4,B8/8K [restyling],2011,2016,Avant Berlina 5-puertas,2.0 TFSI flexible fuel MT quattro (180 CV),Berlina,5,4699,1826,1436,2808,1564,1551,,,,,1650,,1430,490,495,2145,,Gasolina,1984,180,de 4 000 à 6 000,320,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,de 1 500 à 3 900,hay,Mecánica,tracción en las cuatro ruedas,"11,5",6,"95, Etanol",224,9,"6,9","7,9",de 720 à 1 120,EURO V,65,"5,8",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
220177,Audi,A4,B8/8K [restyling],2011,2016,Avant Berlina 5-puertas,2.0 TFSI MT (180 CV),Berlina,5,4699,1826,1436,2808,1564,1551,,,,,1575,,1430,490,495,2070,,Gasolina,1984,180,de 4 000 à 6 000,320,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,de 1 500 à 3 900,hay,Mecánica,Frente,"11,5",6,95,228,"8,2","6,4","8,1",de 790 à 1 230,EURO V,65,"5,3",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
183540,Audi,A4,B8/8K [restyling],2011,2016,Avant Berlina 5-puertas,2.0 TFSI MT (225 CV),Berlina,5,4699,1826,1436,2808,1564,1551,,,,,1580,,1430,490,495,2075,,Gasolina,1984,225,de 4 500 à 6 250,350,La inyección directa,Inline,4,Turbo,,,4,de 1 500 à 4 500,hay,Mecánica,Frente,"11,5",6,95,245,8,"6,1",7,de 810 à 1 180,EURO VI,65,"5,5",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
220176,Audi,A4,B8/8K [restyling],2011,2016,Avant Berlina 5-puertas,2.0 TFSI MT quattro (180 CV),Berlina,5,4699,1826,1436,2808,1564,1551,,,,,1650,,1430,490,495,2145,,Gasolina,1984,180,de 4 000 à 6 000,320,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,de 1 500 à 3 900,hay,Mecánica,tracción en las cuatro ruedas,"11,5",6,95,224,9,"6,9","7,9",de 720 à 1 120,EURO V,65,"5,8",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
194450,Audi,A4,B8/8K [restyling],2011,2016,Avant Berlina 5-puertas,2.0 TFSI MT quattro (211 CV),Berlina,5,4699,1826,1436,2808,1564,1551,,,,,1650,,1430,490,495,2145,,Gasolina,1984,211,de 4 300 à 6 000,350,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,de 1 500 à 4 200,hay,Mecánica,tracción en las cuatro ruedas,"11,5",6,95,238,9,7,"6,6",de 720 à 1 120,EURO V,65,"5,8",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
194439,Audi,A4,B8/8K [restyling],2011,2016,Avant Berlina 5-puertas,2.0 TFSI MT quattro (225 CV),Berlina,5,4699,1826,1436,2808,1564,1551,,,,,1650,,1430,490,495,2145,,Gasolina,1984,225,de 4 500 à 6 250,350,La inyección directa,Inline,4,Turbo,,,4,de 1 500 à 4 500,hay,Mecánica,tracción en las cuatro ruedas,"11,5",6,95,240,"8,8","6,7","6,5",de 740 à 1 180,EURO VI,65,"5,5",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
194457,Audi,A4,B8/8K [restyling],2011,2016,Avant Berlina 5-puertas,2.0 TFSI multitronic (211 CV),Berlina,5,4699,1826,1436,2808,1564,1551,,,,,1615,,1430,490,495,2110,,Gasolina,1984,211,de 4 300 à 6 000,350,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,de 1 500 à 4 200,hay,CVT,Frente,"11,5",,95,232,"7,7","6,2","7,2",de 840 à 1 200,EURO V,65,"5,4",Discos ventilados,Discos,"Independiente, multi-link","Independiente, multi-link",
